,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,labeling_function,sub_task,model,head,replicate,k,score,value
210,210,210.0,210.0,210.0,guo_readmission,guo_readmission,count,lr_lbfgs,3,4,auroc,0.6535929337640068
211,211,211.0,211.0,211.0,guo_readmission,guo_readmission,count,lr_lbfgs,3,4,auprc,0.1691669216159918
212,212,212.0,212.0,212.0,guo_readmission,guo_readmission,count,lr_lbfgs,3,4,brier,0.2500125050170204
213,213,213.0,213.0,213.0,guo_readmission,guo_readmission,count,lr_lbfgs,4,4,auroc,0.6387665988754636
214,214,214.0,214.0,214.0,guo_readmission,guo_readmission,count,lr_lbfgs,4,4,auprc,0.1667838889967242
215,215,215.0,215.0,215.0,guo_readmission,guo_readmission,count,lr_lbfgs,4,4,brier,0.2500647551113997
216,216,216.0,216.0,216.0,guo_readmission,guo_readmission,count,lr_lbfgs,0,8,auroc,0.7084400047852615
217,217,217.0,217.0,217.0,guo_readmission,guo_readmission,count,lr_lbfgs,0,8,auprc,0.2510607326038345
218,218,218.0,218.0,218.0,guo_readmission,guo_readmission,count,lr_lbfgs,0,8,brier,0.3274454740421107
219,219,219.0,219.0,219.0,guo_readmission,guo_readmission,count,lr_lbfgs,1,8,auroc,0.6713582166925869
220,220,220.0,220.0,220.0,guo_readmission,guo_readmission,count,lr_lbfgs,1,8,auprc,0.1820871130456405
221,221,221.0,221.0,221.0,guo_readmission,guo_readmission,count,lr_lbfgs,1,8,brier,0.2500169643309133
222,222,222.0,222.0,222.0,guo_readmission,guo_readmission,count,lr_lbfgs,2,8,auroc,0.6477010806715318
223,223,223.0,223.0,223.0,guo_readmission,guo_readmission,count,lr_lbfgs,2,8,auprc,0.1636730524270314
224,224,224.0,224.0,224.0,guo_readmission,guo_readmission,count,lr_lbfgs,2,8,brier,0.2500728680588093
225,225,225.0,225.0,225.0,guo_readmission,guo_readmission,count,lr_lbfgs,3,8,auroc,0.6187901264106551
226,226,226.0,226.0,226.0,guo_readmission,guo_readmission,count,lr_lbfgs,3,8,auprc,0.1544272971035717
227,227,227.0,227.0,227.0,guo_readmission,guo_readmission,count,lr_lbfgs,3,8,brier,0.2493352016528727
228,228,228.0,228.0,228.0,guo_readmission,guo_readmission,count,lr_lbfgs,4,8,auroc,0.712828488256171
229,229,229.0,229.0,229.0,guo_readmission,guo_readmission,count,lr_lbfgs,4,8,auprc,0.252362282581501
230,230,230.0,230.0,230.0,guo_readmission,guo_readmission,count,lr_lbfgs,4,8,brier,0.2336558680408013
231,231,231.0,231.0,231.0,guo_readmission,guo_readmission,count,lr_lbfgs,0,12,auroc,0.6573972165729554
