,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,labeling_function,sub_task,model,head,replicate,k,score,value
81,81,81.0,81.0,81.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,1,16,auroc,0.599499847669341
82,82,82.0,82.0,82.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,1,16,auprc,0.1588463641760977
83,83,83.0,83.0,83.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,1,16,brier,0.290003927642974
84,84,84.0,84.0,84.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,2,16,auroc,0.5907535289936021
85,85,85.0,85.0,85.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,2,16,auprc,0.181354232479289
86,86,86.0,86.0,86.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,2,16,brier,0.3710369720167271
87,87,87.0,87.0,87.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,3,16,auroc,0.4511577130090383
88,88,88.0,88.0,88.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,3,16,auprc,0.1286686397667517
89,89,89.0,89.0,89.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,3,16,brier,0.4251196465886241
90,90,90.0,90.0,90.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,16,auroc,0.574812125520463
91,91,91.0,91.0,91.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,16,auprc,0.167166780355639
92,92,92.0,92.0,92.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,16,brier,0.2785675798653212
93,93,93.0,93.0,93.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,0,24,auroc,0.5244135269625267
94,94,94.0,94.0,94.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,0,24,auprc,0.1339281281079073
95,95,95.0,95.0,95.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,0,24,brier,0.4038305763162637
96,96,96.0,96.0,96.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,1,24,auroc,0.5992535797704884
97,97,97.0,97.0,97.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,1,24,auprc,0.1886615537174141
98,98,98.0,98.0,98.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,1,24,brier,0.2900605191265528
99,99,99.0,99.0,99.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,2,24,auroc,0.5933583832639383
100,100,100.0,100.0,100.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,2,24,auprc,0.1819480372749847
101,101,101.0,101.0,101.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,2,24,brier,0.2772532115539015
102,102,102.0,102.0,102.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,3,24,auroc,0.5349928912359094
103,103,103.0,103.0,103.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,3,24,auprc,0.1583255893051212
104,104,104.0,104.0,104.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,3,24,brier,0.515564680989506
105,105,105.0,105.0,105.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,24,auroc,0.575
106,106,106.0,106.0,106.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,24,auprc,0.163085946557828
107,107,107.0,107.0,107.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,24,brier,0.3720048953105445
108,108,108.0,108.0,108.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,0,32,auroc,0.5662232151924443
