,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,labeling_function,sub_task,model,head,replicate,k,score,value
126,126.0,126.0,126.0,lab_hyponatremia,lab_hyponatremia,count,gbm,1,48,auroc,0.4906168159758995
127,127.0,127.0,127.0,lab_hyponatremia,lab_hyponatremia,count,gbm,1,48,auprc,0.2848304850944461
128,128.0,128.0,128.0,lab_hyponatremia,lab_hyponatremia,count,gbm,1,48,brier,0.4017875768782581
129,129.0,129.0,129.0,lab_hyponatremia,lab_hyponatremia,count,gbm,2,48,auroc,0.5374011437391144
130,130.0,130.0,130.0,lab_hyponatremia,lab_hyponatremia,count,gbm,2,48,auprc,0.3172024429242445
131,131.0,131.0,131.0,lab_hyponatremia,lab_hyponatremia,count,gbm,2,48,brier,0.3955320972094484
132,132.0,132.0,132.0,lab_hyponatremia,lab_hyponatremia,count,gbm,3,48,auroc,0.5332146925870462
133,133.0,133.0,133.0,lab_hyponatremia,lab_hyponatremia,count,gbm,3,48,auprc,0.3131748043971399
134,134.0,134.0,134.0,lab_hyponatremia,lab_hyponatremia,count,gbm,3,48,brier,0.4699357613781506
135,135.0,135.0,135.0,lab_hyponatremia,lab_hyponatremia,count,gbm,4,48,auroc,0.5573224349320725
136,136.0,136.0,136.0,lab_hyponatremia,lab_hyponatremia,count,gbm,4,48,auprc,0.326602899230675
137,137.0,137.0,137.0,lab_hyponatremia,lab_hyponatremia,count,gbm,4,48,brier,0.4196558256167101
138,138.0,138.0,138.0,lab_hyponatremia,lab_hyponatremia,count,gbm,0,64,auroc,0.5552996811653393
139,139.0,139.0,139.0,lab_hyponatremia,lab_hyponatremia,count,gbm,0,64,auprc,0.3244389864505724
140,140.0,140.0,140.0,lab_hyponatremia,lab_hyponatremia,count,gbm,0,64,brier,0.4142463468211026
141,141.0,141.0,141.0,lab_hyponatremia,lab_hyponatremia,count,gbm,1,64,auroc,0.4749986792850872
142,142.0,142.0,142.0,lab_hyponatremia,lab_hyponatremia,count,gbm,1,64,auprc,0.2754956129809016
143,143.0,143.0,143.0,lab_hyponatremia,lab_hyponatremia,count,gbm,1,64,brier,0.2870984903556453
144,144.0,144.0,144.0,lab_hyponatremia,lab_hyponatremia,count,gbm,2,64,auroc,0.5397980604082485
145,145.0,145.0,145.0,lab_hyponatremia,lab_hyponatremia,count,gbm,2,64,auprc,0.3168484134307058
