,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,labeling_function,sub_task,model,head,replicate,k,score,value
126,126.0,126.0,126.0,new_celiac,new_celiac,count,gbm,1,48,auroc,0.5882823824668441
127,127.0,127.0,127.0,new_celiac,new_celiac,count,gbm,1,48,auprc,0.0127282664035942
128,128.0,128.0,128.0,new_celiac,new_celiac,count,gbm,1,48,brier,0.3428665792408492
129,129.0,129.0,129.0,new_celiac,new_celiac,count,gbm,2,48,auroc,0.6439064494493845
130,130.0,130.0,130.0,new_celiac,new_celiac,count,gbm,2,48,auprc,0.0235690951033759
131,131.0,131.0,131.0,new_celiac,new_celiac,count,gbm,2,48,brier,0.317823462386788
132,132.0,132.0,132.0,new_celiac,new_celiac,count,gbm,3,48,auroc,0.4318599770667013
133,133.0,133.0,133.0,new_celiac,new_celiac,count,gbm,3,48,auprc,0.0086558453389679
134,134.0,134.0,134.0,new_celiac,new_celiac,count,gbm,3,48,brier,0.334035150161907
135,135.0,135.0,135.0,new_celiac,new_celiac,count,gbm,4,48,auroc,0.6955496419376475
136,136.0,136.0,136.0,new_celiac,new_celiac,count,gbm,4,48,auprc,0.0265297524276394
137,137.0,137.0,137.0,new_celiac,new_celiac,count,gbm,4,48,brier,0.3435470968960859
138,138.0,138.0,138.0,new_celiac,new_celiac,count,gbm,0,64,auroc,0.5633802816901409
139,139.0,139.0,139.0,new_celiac,new_celiac,count,gbm,0,64,auprc,0.0588755825935573
140,140.0,140.0,140.0,new_celiac,new_celiac,count,gbm,0,64,brier,0.3638039329103498
141,141.0,141.0,141.0,new_celiac,new_celiac,count,gbm,1,64,auroc,0.5290344215832631
142,142.0,142.0,142.0,new_celiac,new_celiac,count,gbm,1,64,auprc,0.021166898539968
143,143.0,143.0,143.0,new_celiac,new_celiac,count,gbm,1,64,brier,0.322621730458324
144,144.0,144.0,144.0,new_celiac,new_celiac,count,gbm,2,64,auroc,0.6729084182514442
145,145.0,145.0,145.0,new_celiac,new_celiac,count,gbm,2,64,auprc,0.0157035303378077
146,146.0,146.0,146.0,new_celiac,new_celiac,count,gbm,2,64,brier,0.336641255067288
147,147.0,147.0,147.0,new_celiac,new_celiac,count,gbm,3,64,auroc,0.545390623309751
148,148.0,148.0,148.0,new_celiac,new_celiac,count,gbm,3,64,auprc,0.0110006828302287
149,149.0,149.0,149.0,new_celiac,new_celiac,count,gbm,3,64,brier,0.3639091370908724
150,150.0,150.0,150.0,new_celiac,new_celiac,count,gbm,4,64,auroc,0.7350014062871855
151,151.0,151.0,151.0,new_celiac,new_celiac,count,gbm,4,64,auprc,0.0495942093252974
152,152.0,152.0,152.0,new_celiac,new_celiac,count,gbm,4,64,brier,0.2955709657759093
153,153.0,153.0,153.0,new_celiac,new_celiac,count,gbm,0,128,auroc,0.7034248501763267
154,154.0,154.0,154.0,new_celiac,new_celiac,count,gbm,0,128,auprc,0.0182940264583002
155,155.0,155.0,155.0,new_celiac,new_celiac,count,gbm,0,128,brier,0.1233323700150463
156,156.0,156.0,156.0,new_celiac,new_celiac,count,gbm,1,128,auroc,0.7256766404880899
157,157.0,157.0,157.0,new_celiac,new_celiac,count,gbm,1,128,auprc,0.038908111713804
158,158.0,158.0,158.0,new_celiac,new_celiac,count,gbm,1,128,brier,0.1008267410007726
159,159.0,159.0,159.0,new_celiac,new_celiac,count,gbm,2,128,auroc,0.7415568680902619
160,160.0,160.0,160.0,new_celiac,new_celiac,count,gbm,2,128,auprc,0.038863983282302
161,161.0,161.0,161.0,new_celiac,new_celiac,count,gbm,2,128,brier,0.1059067559987876
162,162.0,162.0,162.0,new_celiac,new_celiac,count,gbm,3,128,auroc,0.5953354535817051
163,163.0,163.0,163.0,new_celiac,new_celiac,count,gbm,3,128,auprc,0.0118539751124
164,164.0,164.0,164.0,new_celiac,new_celiac,count,gbm,3,128,brier,0.1196354114457196
165,165.0,165.0,165.0,new_celiac,new_celiac,count,gbm,4,128,auroc,0.6837909175483006
166,166.0,166.0,166.0,new_celiac,new_celiac,count,gbm,4,128,auprc,0.0225742654280818
167,167.0,167.0,167.0,new_celiac,new_celiac,count,gbm,4,128,brier,0.1346946758049231
168,168.0,168.0,168.0,new_celiac,new_celiac,count,lr_lbfgs,0,-1,auroc,0.7575344540360441
169,169.0,169.0,169.0,new_celiac,new_celiac,count,lr_lbfgs,0,-1,auprc,0.2309854071451362
170,170.0,170.0,170.0,new_celiac,new_celiac,count,lr_lbfgs,0,-1,brier,0.0091359140937634
171,171.0,171.0,171.0,new_celiac,new_celiac,count,lr_lbfgs,0,1,auroc,0.3702213279678069
