,Unnamed: 0.1,Unnamed: 0,labeling_function,sub_task,model,head,replicate,k,score,value
154,154.0,154.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,0,128,auprc,0.6085767699898307
155,155.0,155.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,0,128,brier,0.2019360408298375
156,156.0,156.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,1,128,auroc,0.7215060843657356
157,157.0,157.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,1,128,auprc,0.5958703062926264
158,158.0,158.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,1,128,brier,0.2150697396068873
159,159.0,159.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,2,128,auroc,0.7252937296127588
160,160.0,160.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,2,128,auprc,0.6065970227391281
161,161.0,161.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,2,128,brier,0.2793779712339603
162,162.0,162.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,3,128,auroc,0.7171053319770432
163,163.0,163.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,3,128,auprc,0.5753320922565045
164,164.0,164.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,3,128,brier,0.2730882556400789
165,165.0,165.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,4,128,auroc,0.7204538619305341
166,166.0,166.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,4,128,auprc,0.5783727281362263
167,167.0,167.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,4,128,brier,0.2198149861363615
168,168.0,168.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,0,-1,auroc,0.7531405835858307
169,169.0,169.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,0,-1,auprc,0.6302626043807109
170,170.0,170.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,0,-1,brier,0.1834510603564051
171,171.0,171.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,0,1,auroc,0.5855445208523381
172,172.0,172.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,0,1,auprc,0.3856647763446033
173,173.0,173.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,0,1,brier,0.2500438119222741
174,174.0,174.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,1,1,auroc,0.437288979268337
175,175.0,175.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,1,1,auprc,0.2910098778665377
176,176.0,176.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,1,1,brier,0.2499350277309961
177,177.0,177.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,2,1,auroc,0.483962072877193
178,178.0,178.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,2,1,auprc,0.3263755375000672
179,179.0,179.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,2,1,brier,0.2499937322606891
180,180.0,180.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,3,1,auroc,0.5703632908632531
181,181.0,181.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,3,1,auprc,0.3816351731840098
182,182.0,182.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,3,1,brier,0.4374160042384362
183,183.0,183.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,4,1,auroc,0.574008985984527
184,184.0,184.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,4,1,auprc,0.3781164536198317
185,185.0,185.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,4,1,brier,0.250029845238929
186,186.0,186.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,0,2,auroc,0.4970198255414673
187,187.0,187.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,0,2,auprc,0.3290176069294122
188,188.0,188.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,0,2,brier,0.2535012804392714
189,189.0,189.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,1,2,auroc,0.6387816908960087
190,190.0,190.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,1,2,auprc,0.5323527549111291
191,191.0,191.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,1,2,brier,0.2499534534498614
192,192.0,192.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,2,2,auroc,0.602301670233108
193,193.0,193.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,2,2,auprc,0.4022069483576705
194,194.0,194.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,2,2,brier,0.2499981474178616
195,195.0,195.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,3,2,auroc,0.5405491599771055
196,196.0,196.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,3,2,auprc,0.3539357193332914
197,197.0,197.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,3,2,brier,0.402256989050458
198,198.0,198.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,4,2,auroc,0.6470755455643329
199,199.0,199.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,4,2,auprc,0.4633229056588785
200,200.0,200.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,4,2,brier,0.2499918718510003
201,201.0,201.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,0,4,auroc,0.5581064288529498
202,202.0,202.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,0,4,auprc,0.3713138575534324
203,203.0,203.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,0,4,brier,0.2578044357804647
204,204.0,204.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,1,4,auroc,0.6329319815083625
205,205.0,205.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,1,4,auprc,0.4749008050965854
206,206.0,206.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,1,4,brier,0.2455839065241165
207,207.0,207.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,2,4,auroc,0.5896215571707631
208,208.0,208.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,2,4,auprc,0.3978080512816639
209,209.0,209.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,2,4,brier,0.3445374413046345
210,210.0,210.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,3,4,auroc,0.6206381432015299
211,211.0,211.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,3,4,auprc,0.4361449903158329
212,212.0,212.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,3,4,brier,0.2500018960347793
213,213.0,213.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,4,4,auroc,0.5973595123265303
214,214.0,214.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,4,4,auprc,0.4169518595799101
215,215.0,215.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,4,4,brier,0.2500001779558732
216,216.0,216.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,0,8,auroc,0.5934289947938023
217,217.0,217.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,0,8,auprc,0.4310917915401847
218,218.0,218.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,0,8,brier,0.3101432723311295
219,219.0,219.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,1,8,auroc,0.6515704165619298
220,220.0,220.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,1,8,auprc,0.4662076963987432
221,221.0,221.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,1,8,brier,0.2829348180128159
222,222.0,222.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,2,8,auroc,0.6379616097632661
223,223.0,223.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,2,8,auprc,0.4590070641868037
224,224.0,224.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,2,8,brier,0.2499888673725515
225,225.0,225.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,3,8,auroc,0.6479190199216005
226,226.0,226.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,3,8,auprc,0.4833573182549703
227,227.0,227.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,3,8,brier,0.2496976951691848
228,228.0,228.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,4,8,auroc,0.6240792950976151
229,229.0,229.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,4,8,auprc,0.4649924329090407
230,230.0,230.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,4,8,brier,0.3217683326895566
231,231.0,231.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,0,12,auroc,0.6232330022880228
232,232.0,232.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,0,12,auprc,0.4676914200496853
233,233.0,233.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,0,12,brier,0.3239392359469202
234,234.0,234.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,1,12,auroc,0.6622858155152189
235,235.0,235.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,1,12,auprc,0.4909183055247615
236,236.0,236.0,lab_thrombocytopenia,lab_thrombocytopenia,count,lr_lbfgs,1,12,brier,0.2563874523950285
